call_index,filename,symbol,cluster_confidence,top_context,context_confidence,alt_context,alt_confidence,valence,arousal,caller_age_sex,body_part,comm_mode,directed_at,context_probabilities,interpretation,confidence,confidence_note,alternative
234,session_12_call_0015.wav,28,1.0,Lone & Object Play,0.19,Coalition Building,0.19,positive,low,adult_female,feet,seismic,,"{'Advertisement & Attraction': 0.05, 'Affiliative': 0.035, 'Aggressive': 0.02, 'Attentive': 0.015, 'Avoidance': 0.02, 'Birth': 0.095, 'Calf Nourishment & Weaning': 0.05, 'Calf Reassurance & Protection': 0.08, 'Coalition Building': 0.19, 'Conflict & Confrontation': 0.03, 'Courtship': 0.025, 'Foraging & Comfort Technique': 0.05, 'Lone & Object Play': 0.19, 'Maintenance': 0.025, 'Protest & Distress': 0.125}",The elephant is vocalizing during solitary play or interaction with objects.,19.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Coalition Building (19.0%)
235,session_12_call_0016.wav,47,1.0,Protest & Distress,0.225,Avoidance,0.15,negative,medium,subadult_female,feet,acoustic,,"{'Advertisement & Attraction': 0.045, 'Affiliative': 0.02, 'Aggressive': 0.135, 'Attentive': 0.005, 'Avoidance': 0.15, 'Birth': 0.13, 'Calf Nourishment & Weaning': 0.035, 'Calf Reassurance & Protection': 0.015, 'Coalition Building': 0.015, 'Conflict & Confrontation': 0.105, 'Courtship': 0.015, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.1, 'Maintenance': 0.0, 'Protest & Distress': 0.225}",The elephant appears to be in distress or protesting a situation.,22.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Avoidance (15.0%)
236,session_12_call_0017.wav,47,1.0,Protest & Distress,0.145,Lone & Object Play,0.14,positive,medium,adult_female,feet,acoustic,,"{'Advertisement & Attraction': 0.04, 'Affiliative': 0.095, 'Aggressive': 0.025, 'Attentive': 0.035, 'Avoidance': 0.035, 'Birth': 0.08, 'Calf Nourishment & Weaning': 0.085, 'Calf Reassurance & Protection': 0.1, 'Coalition Building': 0.1, 'Conflict & Confrontation': 0.04, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.05, 'Lone & Object Play': 0.14, 'Maintenance': 0.02, 'Protest & Distress': 0.145}",The elephant appears to be in distress or protesting a situation.,14.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Lone & Object Play (14.0%)
237,session_12_call_0018.wav,47,1.0,Protest & Distress,0.42,Conflict & Confrontation,0.3,negative,high,calf,body,visual,,"{'Advertisement & Attraction': 0.035, 'Affiliative': 0.01, 'Aggressive': 0.005, 'Attentive': 0.0, 'Avoidance': 0.02, 'Birth': 0.19, 'Calf Nourishment & Weaning': 0.01, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.3, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.01, 'Maintenance': 0.0, 'Protest & Distress': 0.42}",The elephant appears to be in distress or protesting a situation— the calf may be separated from its mother or uncomfortable with high urgency.,42.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Conflict & Confrontation (30.0%)
238,session_12_call_0019.wav,47,1.0,Calf Nourishment & Weaning,0.4,Protest & Distress,0.22,positive,high,calf,feet,seismic,,"{'Advertisement & Attraction': 0.005, 'Affiliative': 0.02, 'Aggressive': 0.025, 'Attentive': 0.005, 'Avoidance': 0.02, 'Birth': 0.175, 'Calf Nourishment & Weaning': 0.4, 'Calf Reassurance & Protection': 0.005, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.1, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.02, 'Maintenance': 0.0, 'Protest & Distress': 0.22}",The call is associated with nursing or feeding of a calf— the calf may be requesting to nurse.,40.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (22.0%)
239,session_12_call_0020.wav,28,1.0,Aggressive,0.38,Protest & Distress,0.23,negative,high,adult_female,trunk,acoustic,,"{'Advertisement & Attraction': 0.03, 'Affiliative': 0.0, 'Aggressive': 0.38, 'Attentive': 0.0, 'Avoidance': 0.035, 'Birth': 0.195, 'Calf Nourishment & Weaning': 0.02, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.075, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.025, 'Maintenance': 0.0, 'Protest & Distress': 0.23}","The elephant is displaying aggressive or threatening behavior— likely a dominance assertion with high intensity, possibly escalating to confrontation.",38.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (23.0%)
240,session_13_call_0001.wav,47,1.0,Affiliative,0.25,Protest & Distress,0.17,positive,low,calf,feet,seismic,,"{'Advertisement & Attraction': 0.04, 'Affiliative': 0.25, 'Aggressive': 0.015, 'Attentive': 0.01, 'Avoidance': 0.025, 'Birth': 0.145, 'Calf Nourishment & Weaning': 0.13, 'Calf Reassurance & Protection': 0.055, 'Coalition Building': 0.03, 'Conflict & Confrontation': 0.045, 'Courtship': 0.015, 'Foraging & Comfort Technique': 0.01, 'Lone & Object Play': 0.04, 'Maintenance': 0.02, 'Protest & Distress': 0.17}","The elephant is engaging in social bonding or friendly contact— likely a calf seeking comfort from a family member in a calm, relaxed manner.",25.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (17.0%)
241,session_13_call_0002.wav,47,1.0,Protest & Distress,0.62,Birth,0.245,negative,high,subadult_male,mouth,visual,,"{'Advertisement & Attraction': 0.0, 'Affiliative': 0.01, 'Aggressive': 0.02, 'Attentive': 0.0, 'Avoidance': 0.025, 'Birth': 0.245, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.08, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.0, 'Maintenance': 0.0, 'Protest & Distress': 0.62}",The elephant appears to be in distress or protesting a situation with high urgency.,62.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (24.5%)
242,session_13_call_0003.wav,47,1.0,Maintenance,0.275,Foraging & Comfort Technique,0.21,neutral,low,subadult_male,ears,chemical,,"{'Advertisement & Attraction': 0.08, 'Affiliative': 0.015, 'Aggressive': 0.02, 'Attentive': 0.05, 'Avoidance': 0.01, 'Birth': 0.075, 'Calf Nourishment & Weaning': 0.015, 'Calf Reassurance & Protection': 0.05, 'Coalition Building': 0.03, 'Conflict & Confrontation': 0.015, 'Courtship': 0.06, 'Foraging & Comfort Technique': 0.21, 'Lone & Object Play': 0.035, 'Maintenance': 0.275, 'Protest & Distress': 0.06}","The call is associated with routine maintenance behavior (resting, dust bathing, drinking).",27.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Foraging & Comfort Technique (21.0%)
243,session_13_call_0004.wav,5,1.0,Attentive,0.495,Protest & Distress,0.145,neutral,low,subadult_male,feet,acoustic,,"{'Advertisement & Attraction': 0.04, 'Affiliative': 0.01, 'Aggressive': 0.005, 'Attentive': 0.495, 'Avoidance': 0.015, 'Birth': 0.045, 'Calf Nourishment & Weaning': 0.065, 'Calf Reassurance & Protection': 0.005, 'Coalition Building': 0.025, 'Conflict & Confrontation': 0.025, 'Courtship': 0.015, 'Foraging & Comfort Technique': 0.045, 'Lone & Object Play': 0.015, 'Maintenance': 0.05, 'Protest & Distress': 0.145}","The elephant is in an alert, attentive state — listening or monitoring.",49.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (14.5%)
244,session_13_call_0005.wav,47,1.0,Maintenance,0.45,Attentive,0.11,neutral,low,subadult_male,trunk,acoustic,,"{'Advertisement & Attraction': 0.04, 'Affiliative': 0.005, 'Aggressive': 0.015, 'Attentive': 0.11, 'Avoidance': 0.01, 'Birth': 0.055, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.065, 'Coalition Building': 0.015, 'Conflict & Confrontation': 0.02, 'Courtship': 0.015, 'Foraging & Comfort Technique': 0.105, 'Lone & Object Play': 0.025, 'Maintenance': 0.45, 'Protest & Distress': 0.07}","The call is associated with routine maintenance behavior (resting, dust bathing, drinking).",45.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Attentive (11.0%)
245,session_13_call_0006.wav,47,1.0,Maintenance,0.35,Foraging & Comfort Technique,0.195,neutral,low,subadult_male,body,acoustic,,"{'Advertisement & Attraction': 0.065, 'Affiliative': 0.015, 'Aggressive': 0.02, 'Attentive': 0.09, 'Avoidance': 0.005, 'Birth': 0.05, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.05, 'Coalition Building': 0.03, 'Conflict & Confrontation': 0.01, 'Courtship': 0.04, 'Foraging & Comfort Technique': 0.195, 'Lone & Object Play': 0.02, 'Maintenance': 0.35, 'Protest & Distress': 0.055}","The call is associated with routine maintenance behavior (resting, dust bathing, drinking).",35.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Foraging & Comfort Technique (19.5%)
246,session_13_call_0007.wav,47,1.0,Protest & Distress,0.69,Birth,0.205,negative,high,subadult_male,body,acoustic,,"{'Advertisement & Attraction': 0.005, 'Affiliative': 0.005, 'Aggressive': 0.03, 'Attentive': 0.0, 'Avoidance': 0.015, 'Birth': 0.205, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.04, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.005, 'Maintenance': 0.0, 'Protest & Distress': 0.69}",The elephant appears to be in distress or protesting a situation with high urgency.,69.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (20.5%)
247,session_13_call_0008.wav,47,1.0,Affiliative,0.295,Birth,0.135,positive,low,calf,trunk,acoustic,,"{'Advertisement & Attraction': 0.06, 'Affiliative': 0.295, 'Aggressive': 0.02, 'Attentive': 0.005, 'Avoidance': 0.03, 'Birth': 0.135, 'Calf Nourishment & Weaning': 0.06, 'Calf Reassurance & Protection': 0.09, 'Coalition Building': 0.02, 'Conflict & Confrontation': 0.03, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.05, 'Lone & Object Play': 0.07, 'Maintenance': 0.005, 'Protest & Distress': 0.12}","The elephant is engaging in social bonding or friendly contact— likely a calf seeking comfort from a family member in a calm, relaxed manner while extending its trunk (tactile greeting).",29.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (13.5%)
248,session_13_call_0009.wav,47,1.0,Calf Nourishment & Weaning,0.265,Protest & Distress,0.225,positive,medium,calf,feet,acoustic,,"{'Advertisement & Attraction': 0.01, 'Affiliative': 0.13, 'Aggressive': 0.035, 'Attentive': 0.02, 'Avoidance': 0.05, 'Birth': 0.11, 'Calf Nourishment & Weaning': 0.265, 'Calf Reassurance & Protection': 0.015, 'Coalition Building': 0.01, 'Conflict & Confrontation': 0.045, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.01, 'Lone & Object Play': 0.065, 'Maintenance': 0.005, 'Protest & Distress': 0.225}",The call is associated with nursing or feeding of a calf— the calf may be requesting to nurse.,26.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (22.5%)
249,session_13_call_0010.wav,47,1.0,Foraging & Comfort Technique,0.31,Protest & Distress,0.13,neutral,low,calf,mouth,acoustic,,"{'Advertisement & Attraction': 0.045, 'Affiliative': 0.055, 'Aggressive': 0.015, 'Attentive': 0.07, 'Avoidance': 0.025, 'Birth': 0.085, 'Calf Nourishment & Weaning': 0.04, 'Calf Reassurance & Protection': 0.065, 'Coalition Building': 0.03, 'Conflict & Confrontation': 0.025, 'Courtship': 0.015, 'Foraging & Comfort Technique': 0.31, 'Lone & Object Play': 0.04, 'Maintenance': 0.05, 'Protest & Distress': 0.13}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,31.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (13.0%)
250,session_13_call_0011.wav,47,1.0,Protest & Distress,0.645,Birth,0.18,negative,high,subadult_male,ears,acoustic,,"{'Advertisement & Attraction': 0.015, 'Affiliative': 0.005, 'Aggressive': 0.045, 'Attentive': 0.0, 'Avoidance': 0.025, 'Birth': 0.18, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.07, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.01, 'Maintenance': 0.0, 'Protest & Distress': 0.645}",The elephant appears to be in distress or protesting a situation with high urgency.,64.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (18.0%)
251,session_13_call_0012.wav,47,1.0,Maintenance,0.38,Foraging & Comfort Technique,0.17,neutral,low,subadult_female,feet,seismic,E020,"{'Advertisement & Attraction': 0.055, 'Affiliative': 0.01, 'Aggressive': 0.005, 'Attentive': 0.075, 'Avoidance': 0.005, 'Birth': 0.05, 'Calf Nourishment & Weaning': 0.015, 'Calf Reassurance & Protection': 0.03, 'Coalition Building': 0.015, 'Conflict & Confrontation': 0.03, 'Courtship': 0.045, 'Foraging & Comfort Technique': 0.17, 'Lone & Object Play': 0.02, 'Maintenance': 0.38, 'Protest & Distress': 0.095}","The call is associated with routine maintenance behavior (resting, dust bathing, drinking).",38.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Foraging & Comfort Technique (17.0%)
252,session_13_call_0013.wav,47,1.0,Maintenance,0.385,Attentive,0.145,neutral,low,calf,trunk,acoustic,,"{'Advertisement & Attraction': 0.035, 'Affiliative': 0.0, 'Aggressive': 0.015, 'Attentive': 0.145, 'Avoidance': 0.005, 'Birth': 0.06, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.075, 'Coalition Building': 0.02, 'Conflict & Confrontation': 0.01, 'Courtship': 0.04, 'Foraging & Comfort Technique': 0.1, 'Lone & Object Play': 0.025, 'Maintenance': 0.385, 'Protest & Distress': 0.085}","The call is associated with routine maintenance behavior (resting, dust bathing, drinking).",38.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Attentive (14.5%)
253,session_13_call_0014.wav,47,1.0,Affiliative,0.245,Protest & Distress,0.14,positive,medium,calf,mouth,visual,,"{'Advertisement & Attraction': 0.03, 'Affiliative': 0.245, 'Aggressive': 0.05, 'Attentive': 0.03, 'Avoidance': 0.045, 'Birth': 0.125, 'Calf Nourishment & Weaning': 0.075, 'Calf Reassurance & Protection': 0.045, 'Coalition Building': 0.035, 'Conflict & Confrontation': 0.035, 'Courtship': 0.02, 'Foraging & Comfort Technique': 0.055, 'Lone & Object Play': 0.065, 'Maintenance': 0.005, 'Protest & Distress': 0.14}",The elephant is engaging in social bonding or friendly contact— likely a calf seeking comfort from a family member.,24.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (14.0%)
254,session_13_call_0015.wav,5,1.0,Coalition Building,0.305,Protest & Distress,0.135,positive,medium,subadult_female,body,acoustic,,"{'Advertisement & Attraction': 0.04, 'Affiliative': 0.045, 'Aggressive': 0.05, 'Attentive': 0.015, 'Avoidance': 0.015, 'Birth': 0.11, 'Calf Nourishment & Weaning': 0.05, 'Calf Reassurance & Protection': 0.06, 'Coalition Building': 0.305, 'Conflict & Confrontation': 0.015, 'Courtship': 0.02, 'Foraging & Comfort Technique': 0.04, 'Lone & Object Play': 0.095, 'Maintenance': 0.005, 'Protest & Distress': 0.135}","The elephant is coordinating with others, building alliances or group cohesion— consistent with a matriarch organizing group activity.",30.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (13.5%)
255,session_13_call_0016.wav,47,1.0,Protest & Distress,0.36,Advertisement & Attraction,0.27,neutral,high,calf,mouth,acoustic,,"{'Advertisement & Attraction': 0.27, 'Affiliative': 0.005, 'Aggressive': 0.035, 'Attentive': 0.0, 'Avoidance': 0.005, 'Birth': 0.225, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.01, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.04, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.035, 'Maintenance': 0.005, 'Protest & Distress': 0.36}",The elephant appears to be in distress or protesting a situation— the calf may be separated from its mother or uncomfortable with high urgency.,36.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Advertisement & Attraction (27.0%)
256,session_13_call_0017.wav,28,1.0,Maintenance,0.36,Foraging & Comfort Technique,0.105,neutral,low,calf,body,acoustic,,"{'Advertisement & Attraction': 0.085, 'Affiliative': 0.02, 'Aggressive': 0.025, 'Attentive': 0.06, 'Avoidance': 0.005, 'Birth': 0.095, 'Calf Nourishment & Weaning': 0.015, 'Calf Reassurance & Protection': 0.025, 'Coalition Building': 0.045, 'Conflict & Confrontation': 0.025, 'Courtship': 0.05, 'Foraging & Comfort Technique': 0.105, 'Lone & Object Play': 0.01, 'Maintenance': 0.36, 'Protest & Distress': 0.075}","The call is associated with routine maintenance behavior (resting, dust bathing, drinking).",36.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Foraging & Comfort Technique (10.5%)
257,session_13_call_0018.wav,47,1.0,Maintenance,0.45,Foraging & Comfort Technique,0.09,neutral,low,subadult_female,body,chemical,E020,"{'Advertisement & Attraction': 0.08, 'Affiliative': 0.0, 'Aggressive': 0.005, 'Attentive': 0.09, 'Avoidance': 0.01, 'Birth': 0.06, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.075, 'Coalition Building': 0.015, 'Conflict & Confrontation': 0.01, 'Courtship': 0.045, 'Foraging & Comfort Technique': 0.09, 'Lone & Object Play': 0.02, 'Maintenance': 0.45, 'Protest & Distress': 0.045}","The call is associated with routine maintenance behavior (resting, dust bathing, drinking).",45.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Foraging & Comfort Technique (9.0%)
258,session_13_call_0019.wav,47,1.0,Maintenance,0.24,Foraging & Comfort Technique,0.185,neutral,low,subadult_male,mouth,seismic,,"{'Advertisement & Attraction': 0.05, 'Affiliative': 0.02, 'Aggressive': 0.02, 'Attentive': 0.09, 'Avoidance': 0.01, 'Birth': 0.065, 'Calf Nourishment & Weaning': 0.015, 'Calf Reassurance & Protection': 0.045, 'Coalition Building': 0.035, 'Conflict & Confrontation': 0.015, 'Courtship': 0.055, 'Foraging & Comfort Technique': 0.185, 'Lone & Object Play': 0.07, 'Maintenance': 0.24, 'Protest & Distress': 0.085}","The call is associated with routine maintenance behavior (resting, dust bathing, drinking).",24.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Foraging & Comfort Technique (18.5%)
259,session_13_call_0020.wav,47,1.0,Maintenance,0.275,Foraging & Comfort Technique,0.185,neutral,low,calf,ears,acoustic,,"{'Advertisement & Attraction': 0.045, 'Affiliative': 0.02, 'Aggressive': 0.02, 'Attentive': 0.125, 'Avoidance': 0.025, 'Birth': 0.06, 'Calf Nourishment & Weaning': 0.01, 'Calf Reassurance & Protection': 0.04, 'Coalition Building': 0.045, 'Conflict & Confrontation': 0.005, 'Courtship': 0.03, 'Foraging & Comfort Technique': 0.185, 'Lone & Object Play': 0.04, 'Maintenance': 0.275, 'Protest & Distress': 0.075}","The call is associated with routine maintenance behavior (resting, dust bathing, drinking).",27.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Foraging & Comfort Technique (18.5%)
260,session_14_call_0001.wav,47,1.0,Lone & Object Play,0.31,Protest & Distress,0.22,positive,low,subadult_male,trunk,visual,,"{'Advertisement & Attraction': 0.04, 'Affiliative': 0.005, 'Aggressive': 0.08, 'Attentive': 0.005, 'Avoidance': 0.04, 'Birth': 0.125, 'Calf Nourishment & Weaning': 0.045, 'Calf Reassurance & Protection': 0.005, 'Coalition Building': 0.035, 'Conflict & Confrontation': 0.075, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.31, 'Maintenance': 0.0, 'Protest & Distress': 0.22}",The elephant is vocalizing during solitary play or interaction with objects.,31.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (22.0%)
261,session_14_call_0002.wav,28,1.0,Birth,0.295,Protest & Distress,0.29,neutral,high,calf,feet,acoustic,,"{'Advertisement & Attraction': 0.215, 'Affiliative': 0.0, 'Aggressive': 0.045, 'Attentive': 0.005, 'Avoidance': 0.02, 'Birth': 0.295, 'Calf Nourishment & Weaning': 0.01, 'Calf Reassurance & Protection': 0.01, 'Coalition Building': 0.02, 'Conflict & Confrontation': 0.045, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.035, 'Maintenance': 0.0, 'Protest & Distress': 0.29}",The call is associated with a birth event.,29.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (29.0%)
262,session_14_call_0003.wav,47,1.0,Maintenance,0.455,Foraging & Comfort Technique,0.1,neutral,low,calf,body,acoustic,,"{'Advertisement & Attraction': 0.045, 'Affiliative': 0.02, 'Aggressive': 0.01, 'Attentive': 0.075, 'Avoidance': 0.02, 'Birth': 0.06, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.06, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.01, 'Courtship': 0.05, 'Foraging & Comfort Technique': 0.1, 'Lone & Object Play': 0.02, 'Maintenance': 0.455, 'Protest & Distress': 0.065}","The call is associated with routine maintenance behavior (resting, dust bathing, drinking).",45.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Foraging & Comfort Technique (10.0%)
263,session_14_call_0004.wav,47,1.0,Lone & Object Play,0.36,Protest & Distress,0.175,positive,low,subadult_male,mouth,acoustic,,"{'Advertisement & Attraction': 0.04, 'Affiliative': 0.02, 'Aggressive': 0.01, 'Attentive': 0.005, 'Avoidance': 0.015, 'Birth': 0.175, 'Calf Nourishment & Weaning': 0.06, 'Calf Reassurance & Protection': 0.035, 'Coalition Building': 0.01, 'Conflict & Confrontation': 0.04, 'Courtship': 0.025, 'Foraging & Comfort Technique': 0.025, 'Lone & Object Play': 0.36, 'Maintenance': 0.005, 'Protest & Distress': 0.175}",The elephant is vocalizing during solitary play or interaction with objects.,36.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (17.5%)
264,session_14_call_0005.wav,47,1.0,Protest & Distress,0.15,Affiliative,0.13,positive,low,calf,mouth,acoustic,,"{'Advertisement & Attraction': 0.02, 'Affiliative': 0.13, 'Aggressive': 0.03, 'Attentive': 0.07, 'Avoidance': 0.035, 'Birth': 0.08, 'Calf Nourishment & Weaning': 0.1, 'Calf Reassurance & Protection': 0.055, 'Coalition Building': 0.11, 'Conflict & Confrontation': 0.03, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.125, 'Lone & Object Play': 0.045, 'Maintenance': 0.01, 'Protest & Distress': 0.15}","The elephant appears to be in distress or protesting a situation— the calf may be separated from its mother or uncomfortable at a low level, possibly mild discomfort.",15.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Affiliative (13.0%)
265,session_14_call_0006.wav,28,1.0,Foraging & Comfort Technique,0.44,Protest & Distress,0.115,neutral,low,subadult_male,ears,chemical,,"{'Advertisement & Attraction': 0.055, 'Affiliative': 0.01, 'Aggressive': 0.015, 'Attentive': 0.02, 'Avoidance': 0.005, 'Birth': 0.1, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.03, 'Coalition Building': 0.06, 'Conflict & Confrontation': 0.01, 'Courtship': 0.06, 'Foraging & Comfort Technique': 0.44, 'Lone & Object Play': 0.045, 'Maintenance': 0.03, 'Protest & Distress': 0.115}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,44.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (11.5%)
266,session_14_call_0007.wav,47,1.0,Protest & Distress,0.355,Aggressive,0.235,negative,high,calf,ears,seismic,,"{'Advertisement & Attraction': 0.005, 'Affiliative': 0.005, 'Aggressive': 0.235, 'Attentive': 0.0, 'Avoidance': 0.05, 'Birth': 0.13, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.21, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.01, 'Maintenance': 0.0, 'Protest & Distress': 0.355}",The elephant appears to be in distress or protesting a situation— the calf may be separated from its mother or uncomfortable with high urgency.,35.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Aggressive (23.5%)
267,session_14_call_0008.wav,47,1.0,Foraging & Comfort Technique,0.23,Protest & Distress,0.13,neutral,low,calf,trunk,acoustic,,"{'Advertisement & Attraction': 0.035, 'Affiliative': 0.105, 'Aggressive': 0.035, 'Attentive': 0.075, 'Avoidance': 0.025, 'Birth': 0.105, 'Calf Nourishment & Weaning': 0.045, 'Calf Reassurance & Protection': 0.05, 'Coalition Building': 0.045, 'Conflict & Confrontation': 0.025, 'Courtship': 0.015, 'Foraging & Comfort Technique': 0.23, 'Lone & Object Play': 0.055, 'Maintenance': 0.025, 'Protest & Distress': 0.13}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,23.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (13.0%)
268,session_14_call_0009.wav,47,1.0,Protest & Distress,0.32,Aggressive,0.18,negative,high,calf,ears,acoustic,,"{'Advertisement & Attraction': 0.035, 'Affiliative': 0.01, 'Aggressive': 0.18, 'Attentive': 0.0, 'Avoidance': 0.105, 'Birth': 0.135, 'Calf Nourishment & Weaning': 0.01, 'Calf Reassurance & Protection': 0.01, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.15, 'Courtship': 0.015, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.03, 'Maintenance': 0.0, 'Protest & Distress': 0.32}",The elephant appears to be in distress or protesting a situation— the calf may be separated from its mother or uncomfortable with high urgency.,32.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Aggressive (18.0%)
269,session_14_call_0010.wav,47,1.0,Attentive,0.485,Protest & Distress,0.13,neutral,low,subadult_male,trunk,acoustic,,"{'Advertisement & Attraction': 0.035, 'Affiliative': 0.015, 'Aggressive': 0.005, 'Attentive': 0.485, 'Avoidance': 0.01, 'Birth': 0.055, 'Calf Nourishment & Weaning': 0.03, 'Calf Reassurance & Protection': 0.02, 'Coalition Building': 0.03, 'Conflict & Confrontation': 0.025, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.05, 'Lone & Object Play': 0.03, 'Maintenance': 0.075, 'Protest & Distress': 0.13}","The elephant is in an alert, attentive state — listening or monitoring.",48.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (13.0%)
270,session_14_call_0011.wav,47,1.0,Lone & Object Play,0.37,Protest & Distress,0.155,positive,low,subadult_male,body,acoustic,,"{'Advertisement & Attraction': 0.125, 'Affiliative': 0.0, 'Aggressive': 0.045, 'Attentive': 0.0, 'Avoidance': 0.02, 'Birth': 0.135, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.035, 'Coalition Building': 0.01, 'Conflict & Confrontation': 0.005, 'Courtship': 0.08, 'Foraging & Comfort Technique': 0.015, 'Lone & Object Play': 0.37, 'Maintenance': 0.0, 'Protest & Distress': 0.155}",The elephant is vocalizing during solitary play or interaction with objects.,37.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (15.5%)
